Loading train.pt and valid.pt from data/processed_100k
Train samples: 99392, Valid samples: 486
Parameters: 44,797,712
Training transformer on cuda
/data/250010067/courses/NLP/NLP_midterm_project/train.py:100: FutureWarning: `torch.cuda.amp.autocast(args...)` is deprecated. Please use `torch.amp.autocast('cuda', args...)` instead.
  with autocast(enabled=self.use_amp):
Epoch 0 | Batch 0/6212 | Loss: 9.2459
Epoch 1 | Batch 5800/6212 | Loss: 3.8062
Epoch 1 | Batch 5900/6212 | Loss: 3.3159
Epoch 1 | Batch 6000/6212 | Loss: 3.5667
Epoch 1 | Batch 6100/6212 | Loss: 3.7679
Epoch 1 | Batch 6200/6212 | Loss: 3.3547
Epoch 1 | Time: 129.7s | Train Loss: 3.9939 | Val Loss: 4.3127
New best model! Val Loss: 4.3127
Epoch 2 | Batch 0/6212 | Loss: 3.6703
Epoch 2 | Batch 100/6212 | Loss: 3.5761
Epoch 2 | Batch 200/6212 | Loss: 3.2963
Epoch 2 | Batch 300/6212 | Loss: 3.3384
Epoch 2 | Batch 400/6212 | Loss: 3.4456
Epoch 2 | Batch 500/6212 | Loss: 3.5429
Epoch 2 | Batch 600/6212 | Loss: 3.7727
Epoch 2 | Batch 700/6212 | Loss: 3.4928
Epoch 2 | Batch 800/6212 | Loss: 3.3466
Epoch 2 | Batch 900/6212 | Loss: 3.1666
Epoch 2 | Batch 1000/6212 | Loss: 3.5940
Epoch 2 | Batch 1100/6212 | Loss: 3.0803
Epoch 2 | Batch 1200/6212 | Loss: 3.4557
Epoch 2 | Batch 1300/6212 | Loss: 3.1110
Epoch 2 | Batch 1400/6212 | Loss: 3.3852
Epoch 2 | Batch 1500/6212 | Loss: 3.1910
Epoch 2 | Batch 1600/6212 | Loss: 3.4341
Epoch 2 | Batch 1700/6212 | Loss: 3.7799
Epoch 2 | Batch 1800/6212 | Loss: 3.5392
Epoch 2 | Batch 1900/6212 | Loss: 3.4361
Epoch 2 | Batch 2000/6212 | Loss: 3.8811
Epoch 2 | Batch 2100/6212 | Loss: 3.5593
Epoch 2 | Batch 2200/6212 | Loss: 3.3460
Epoch 2 | Batch 2300/6212 | Loss: 3.6325
Epoch 2 | Batch 2400/6212 | Loss: 3.4121
Epoch 2 | Batch 2500/6212 | Loss: 3.2482
Epoch 2 | Batch 2600/6212 | Loss: 3.2812
Epoch 2 | Batch 2700/6212 | Loss: 3.6400
Epoch 2 | Batch 2800/6212 | Loss: 3.8256
Epoch 2 | Batch 2900/6212 | Loss: 3.7214
Epoch 2 | Batch 3000/6212 | Loss: 3.2928
Epoch 2 | Batch 3100/6212 | Loss: 3.1113
Epoch 2 | Batch 3200/6212 | Loss: 3.7601
Epoch 2 | Batch 3300/6212 | Loss: 3.3343
Epoch 2 | Batch 3400/6212 | Loss: 3.3844
Epoch 2 | Batch 3500/6212 | Loss: 3.3161
Epoch 2 | Batch 3600/6212 | Loss: 3.4751
Epoch 2 | Batch 3700/6212 | Loss: 3.4416
Epoch 2 | Batch 3800/6212 | Loss: 3.1665
Epoch 2 | Batch 3900/6212 | Loss: 3.4388
Epoch 2 | Batch 4000/6212 | Loss: 3.5782
Epoch 2 | Batch 4100/6212 | Loss: 3.4778
Epoch 2 | Batch 4200/6212 | Loss: 3.1924
Epoch 2 | Batch 4300/6212 | Loss: 3.1998
Epoch 2 | Batch 4400/6212 | Loss: 3.3241
Epoch 2 | Batch 4500/6212 | Loss: 3.1971
Epoch 2 | Batch 4600/6212 | Loss: 3.1775
Epoch 2 | Batch 4700/6212 | Loss: 3.3059
Epoch 2 | Batch 4800/6212 | Loss: 3.3025
Epoch 2 | Batch 4900/6212 | Loss: 3.2353
Epoch 2 | Batch 5000/6212 | Loss: 3.3204
Epoch 2 | Batch 5100/6212 | Loss: 3.4003
Epoch 2 | Batch 5200/6212 | Loss: 3.2642
Epoch 2 | Batch 5300/6212 | Loss: 3.2766
Epoch 2 | Batch 5400/6212 | Loss: 3.2822
Epoch 2 | Batch 5500/6212 | Loss: 3.4348
Epoch 2 | Batch 5600/6212 | Loss: 3.3464
Epoch 2 | Batch 5700/6212 | Loss: 3.0911
Epoch 2 | Batch 5800/6212 | Loss: 3.2139
Epoch 2 | Batch 5900/6212 | Loss: 3.4238
Epoch 2 | Batch 6000/6212 | Loss: 3.2927
Epoch 2 | Batch 6100/6212 | Loss: 3.1740
Epoch 2 | Batch 6200/6212 | Loss: 2.9491
Epoch 2 | Time: 129.0s | Train Loss: 3.3919 | Val Loss: 4.0072
New best model! Val Loss: 4.0072
Epoch 3 | Batch 0/6212 | Loss: 3.0524
Epoch 3 | Batch 100/6212 | Loss: 2.9418
Epoch 3 | Batch 200/6212 | Loss: 3.1114
Epoch 3 | Batch 300/6212 | Loss: 3.3422
Epoch 3 | Batch 400/6212 | Loss: 2.8260
Epoch 3 | Batch 500/6212 | Loss: 3.1561
Epoch 3 | Batch 600/6212 | Loss: 2.9376
Epoch 3 | Batch 700/6212 | Loss: 3.3352
Epoch 3 | Batch 800/6212 | Loss: 3.2658
Epoch 3 | Batch 900/6212 | Loss: 2.9781
Epoch 3 | Batch 1000/6212 | Loss: 2.7760
Epoch 3 | Batch 1100/6212 | Loss: 3.3610
Epoch 3 | Batch 1200/6212 | Loss: 2.8877
Epoch 3 | Batch 1300/6212 | Loss: 2.9428
Epoch 3 | Batch 1400/6212 | Loss: 3.1139
Epoch 3 | Batch 1500/6212 | Loss: 3.0131
Epoch 3 | Batch 1600/6212 | Loss: 2.8072
Epoch 3 | Batch 1700/6212 | Loss: 3.4639
Epoch 3 | Batch 1800/6212 | Loss: 3.0499
Epoch 3 | Batch 1900/6212 | Loss: 3.1479
Epoch 3 | Batch 2000/6212 | Loss: 2.7917
Epoch 3 | Batch 2100/6212 | Loss: 3.3505
Epoch 3 | Batch 2200/6212 | Loss: 3.1252
Epoch 3 | Batch 2300/6212 | Loss: 3.1516
Epoch 3 | Batch 2400/6212 | Loss: 2.9160
Epoch 3 | Batch 2500/6212 | Loss: 2.6781
Epoch 3 | Batch 2600/6212 | Loss: 3.2552
Epoch 3 | Batch 2700/6212 | Loss: 3.1387
Epoch 3 | Batch 2800/6212 | Loss: 3.4086
Epoch 3 | Batch 2900/6212 | Loss: 3.2592
Epoch 3 | Batch 3000/6212 | Loss: 3.0075
Epoch 3 | Batch 3100/6212 | Loss: 2.8287
Epoch 3 | Batch 3200/6212 | Loss: 2.8943
Epoch 3 | Batch 3300/6212 | Loss: 2.9745
Epoch 3 | Batch 3400/6212 | Loss: 2.7272
Epoch 3 | Batch 3500/6212 | Loss: 2.9037
Epoch 3 | Batch 3600/6212 | Loss: 2.9525
Epoch 3 | Batch 3700/6212 | Loss: 3.0605
Epoch 3 | Batch 3800/6212 | Loss: 2.8707
Epoch 3 | Batch 3900/6212 | Loss: 3.0325
Epoch 3 | Batch 4000/6212 | Loss: 2.8652
Epoch 3 | Batch 4100/6212 | Loss: 2.8071
Epoch 3 | Batch 4200/6212 | Loss: 2.6752
Epoch 3 | Batch 4300/6212 | Loss: 3.0323
Epoch 3 | Batch 4400/6212 | Loss: 2.8595
Epoch 3 | Batch 4500/6212 | Loss: 3.1880
Epoch 3 | Batch 4600/6212 | Loss: 3.2592
Epoch 3 | Batch 4700/6212 | Loss: 3.4304
Epoch 3 | Batch 4800/6212 | Loss: 2.9038
Epoch 3 | Batch 4900/6212 | Loss: 3.2050
Epoch 3 | Batch 5000/6212 | Loss: 3.2817
Epoch 3 | Batch 5100/6212 | Loss: 2.7239
Epoch 3 | Batch 5200/6212 | Loss: 2.7267
Epoch 3 | Batch 5300/6212 | Loss: 2.9295
Epoch 3 | Batch 5400/6212 | Loss: 3.0454
Epoch 3 | Batch 5500/6212 | Loss: 3.0680
Epoch 3 | Batch 5600/6212 | Loss: 2.7160
Epoch 3 | Batch 5700/6212 | Loss: 3.0079
Epoch 3 | Batch 5800/6212 | Loss: 3.0315
Epoch 3 | Batch 5900/6212 | Loss: 2.6818
Epoch 3 | Batch 6000/6212 | Loss: 2.9144
Epoch 3 | Batch 6100/6212 | Loss: 2.9913
Epoch 3 | Batch 6200/6212 | Loss: 3.1802
Epoch 3 | Time: 129.6s | Train Loss: 3.0334 | Val Loss: 3.8549
New best model! Val Loss: 3.8549
Epoch 4 | Batch 0/6212 | Loss: 2.7100
Epoch 4 | Batch 100/6212 | Loss: 3.0433
Epoch 4 | Batch 200/6212 | Loss: 2.5978
Epoch 4 | Batch 300/6212 | Loss: 3.0575
Epoch 4 | Batch 400/6212 | Loss: 2.7224
Epoch 4 | Batch 500/6212 | Loss: 2.6656
Epoch 4 | Batch 600/6212 | Loss: 2.6459
Epoch 4 | Batch 700/6212 | Loss: 2.7623
Epoch 4 | Batch 800/6212 | Loss: 2.9699
Epoch 4 | Batch 900/6212 | Loss: 2.7973
Epoch 4 | Batch 1000/6212 | Loss: 2.4431
Epoch 4 | Batch 1100/6212 | Loss: 2.5893
Epoch 4 | Batch 1200/6212 | Loss: 2.7933
Epoch 4 | Batch 1300/6212 | Loss: 2.6357
Epoch 4 | Batch 1400/6212 | Loss: 2.3736
Epoch 4 | Batch 1500/6212 | Loss: 2.7378
Epoch 4 | Batch 1600/6212 | Loss: 3.0632
Epoch 4 | Batch 1700/6212 | Loss: 2.4334
Epoch 4 | Batch 1800/6212 | Loss: 2.4964
Epoch 4 | Batch 1900/6212 | Loss: 2.4881
Epoch 4 | Batch 2000/6212 | Loss: 2.7234
Epoch 4 | Batch 2100/6212 | Loss: 2.7512
Epoch 4 | Batch 2200/6212 | Loss: 2.8099
Epoch 4 | Batch 2300/6212 | Loss: 2.7896
Epoch 4 | Batch 2400/6212 | Loss: 2.9452
Epoch 4 | Batch 2500/6212 | Loss: 2.5948
Epoch 4 | Batch 2600/6212 | Loss: 2.7412
Epoch 4 | Batch 2700/6212 | Loss: 3.2218
Epoch 4 | Batch 2800/6212 | Loss: 2.6050
Epoch 4 | Batch 2900/6212 | Loss: 2.7674
Epoch 4 | Batch 3000/6212 | Loss: 2.7102
Epoch 4 | Batch 3100/6212 | Loss: 3.0895
Epoch 4 | Batch 3200/6212 | Loss: 2.7902
Epoch 4 | Batch 3300/6212 | Loss: 2.9686
Epoch 4 | Batch 3400/6212 | Loss: 2.8917
Epoch 4 | Batch 3500/6212 | Loss: 2.5433
Epoch 4 | Batch 3600/6212 | Loss: 2.6482
Epoch 4 | Batch 3700/6212 | Loss: 3.1821
Epoch 4 | Batch 3800/6212 | Loss: 2.6366
Epoch 4 | Batch 3900/6212 | Loss: 3.1803
Epoch 4 | Batch 4000/6212 | Loss: 3.2493
Epoch 4 | Batch 4100/6212 | Loss: 2.7312
Epoch 4 | Batch 4200/6212 | Loss: 2.8102
Epoch 4 | Batch 4300/6212 | Loss: 2.5180
Epoch 4 | Batch 4400/6212 | Loss: 2.8002
Epoch 4 | Batch 4500/6212 | Loss: 2.9652
Epoch 4 | Batch 4600/6212 | Loss: 2.8257
Epoch 4 | Batch 4700/6212 | Loss: 2.6131
Epoch 4 | Batch 4800/6212 | Loss: 2.7520
Epoch 4 | Batch 4900/6212 | Loss: 2.7377
Epoch 4 | Batch 5000/6212 | Loss: 2.8656
Epoch 4 | Batch 5100/6212 | Loss: 2.6070
Epoch 4 | Batch 5200/6212 | Loss: 2.7746
Epoch 4 | Batch 5300/6212 | Loss: 2.7972
Epoch 4 | Batch 5400/6212 | Loss: 2.7675
Epoch 4 | Batch 5500/6212 | Loss: 3.0803
Epoch 4 | Batch 5600/6212 | Loss: 2.7334
Epoch 4 | Batch 5700/6212 | Loss: 2.7206
Epoch 4 | Batch 5800/6212 | Loss: 2.5580
Epoch 4 | Batch 5900/6212 | Loss: 2.9725
Epoch 4 | Batch 6000/6212 | Loss: 2.6136
Epoch 4 | Batch 6100/6212 | Loss: 2.8036
Epoch 4 | Batch 6200/6212 | Loss: 2.4080
Epoch 4 | Time: 129.1s | Train Loss: 2.7902 | Val Loss: 3.7520
New best model! Val Loss: 3.7520
Epoch 5 | Batch 0/6212 | Loss: 2.4874
Epoch 5 | Batch 100/6212 | Loss: 2.8740
Epoch 5 | Batch 200/6212 | Loss: 2.7651
Epoch 5 | Batch 300/6212 | Loss: 2.4154
Epoch 5 | Batch 400/6212 | Loss: 2.9224
Epoch 5 | Batch 500/6212 | Loss: 2.7060
Epoch 5 | Batch 600/6212 | Loss: 2.9773
Epoch 5 | Batch 700/6212 | Loss: 2.7865
Epoch 5 | Batch 800/6212 | Loss: 2.5896
Epoch 5 | Batch 900/6212 | Loss: 2.5729
Epoch 5 | Batch 1000/6212 | Loss: 2.9425
Epoch 5 | Batch 1100/6212 | Loss: 2.6075
Epoch 5 | Batch 1200/6212 | Loss: 2.6095
Epoch 5 | Batch 1300/6212 | Loss: 2.4486
Epoch 5 | Batch 1400/6212 | Loss: 2.5176
Epoch 5 | Batch 1500/6212 | Loss: 2.4939
Epoch 5 | Batch 1600/6212 | Loss: 2.7973
Epoch 5 | Batch 1700/6212 | Loss: 2.6907
Epoch 5 | Batch 1800/6212 | Loss: 2.9586
Epoch 5 | Batch 1900/6212 | Loss: 2.6017
Epoch 5 | Batch 2000/6212 | Loss: 2.5784
Epoch 5 | Batch 2100/6212 | Loss: 2.6394
Epoch 5 | Batch 2200/6212 | Loss: 2.5383
Epoch 5 | Batch 2300/6212 | Loss: 2.7195
Epoch 5 | Batch 2400/6212 | Loss: 2.6171
Epoch 5 | Batch 2500/6212 | Loss: 2.3233
Epoch 5 | Batch 2600/6212 | Loss: 2.9590
Epoch 5 | Batch 2700/6212 | Loss: 2.4719
Epoch 5 | Batch 2800/6212 | Loss: 2.4354
Epoch 5 | Batch 2900/6212 | Loss: 2.8579
Epoch 5 | Batch 3000/6212 | Loss: 2.8077
Epoch 5 | Batch 3100/6212 | Loss: 2.7806
Epoch 5 | Batch 3200/6212 | Loss: 2.3500
Epoch 5 | Batch 3300/6212 | Loss: 2.4478
Epoch 5 | Batch 3400/6212 | Loss: 2.6264
Epoch 5 | Batch 3500/6212 | Loss: 2.8539
Epoch 5 | Batch 3600/6212 | Loss: 2.2490
Epoch 5 | Batch 3700/6212 | Loss: 3.0240
Epoch 5 | Batch 3800/6212 | Loss: 2.6609
Epoch 5 | Batch 3900/6212 | Loss: 2.7552
Epoch 5 | Batch 4000/6212 | Loss: 2.7326
Epoch 5 | Batch 4100/6212 | Loss: 2.4489
Epoch 5 | Batch 4200/6212 | Loss: 2.6429
Epoch 5 | Batch 4300/6212 | Loss: 2.6493
Epoch 5 | Batch 4400/6212 | Loss: 2.5087
Epoch 5 | Batch 4500/6212 | Loss: 2.5678
Epoch 5 | Batch 4600/6212 | Loss: 2.8330
Epoch 5 | Batch 4700/6212 | Loss: 2.8414
Epoch 5 | Batch 4800/6212 | Loss: 2.6335
Epoch 5 | Batch 4900/6212 | Loss: 2.9174
Epoch 5 | Batch 5000/6212 | Loss: 2.9524
Epoch 5 | Batch 5100/6212 | Loss: 2.6545
Epoch 5 | Batch 5200/6212 | Loss: 2.0431
Epoch 5 | Batch 5300/6212 | Loss: 2.6931
Epoch 5 | Batch 5400/6212 | Loss: 3.1872
Epoch 5 | Batch 5500/6212 | Loss: 2.7477
Epoch 5 | Batch 5600/6212 | Loss: 2.4976
Epoch 5 | Batch 5700/6212 | Loss: 2.9701
Epoch 5 | Batch 5800/6212 | Loss: 2.6376
Epoch 5 | Batch 5900/6212 | Loss: 2.3200
Epoch 5 | Batch 6000/6212 | Loss: 2.7764
Epoch 5 | Batch 6100/6212 | Loss: 2.8274
Epoch 5 | Batch 6200/6212 | Loss: 2.6307
Epoch 5 | Time: 129.8s | Train Loss: 2.6148 | Val Loss: 3.6740
New best model! Val Loss: 3.6740
Epoch 6 | Batch 0/6212 | Loss: 2.7208
Epoch 6 | Batch 100/6212 | Loss: 2.3242
Epoch 6 | Batch 200/6212 | Loss: 2.2364
Epoch 6 | Batch 300/6212 | Loss: 2.7230
Epoch 6 | Batch 400/6212 | Loss: 2.3877
Epoch 6 | Batch 500/6212 | Loss: 2.7445
Epoch 6 | Batch 600/6212 | Loss: 2.7127
Epoch 6 | Batch 700/6212 | Loss: 2.4619
Epoch 6 | Batch 800/6212 | Loss: 2.4638
Epoch 6 | Batch 900/6212 | Loss: 2.4217
Epoch 6 | Batch 1000/6212 | Loss: 2.2658
Epoch 6 | Batch 1100/6212 | Loss: 2.5257
Epoch 6 | Batch 1200/6212 | Loss: 2.5449
Epoch 6 | Batch 1300/6212 | Loss: 2.3816
Epoch 6 | Batch 1400/6212 | Loss: 2.1135
Epoch 6 | Batch 1500/6212 | Loss: 2.7000
Epoch 6 | Batch 1600/6212 | Loss: 2.4505
Epoch 6 | Batch 1700/6212 | Loss: 2.2822
Epoch 6 | Batch 1800/6212 | Loss: 2.4860
Epoch 6 | Batch 1900/6212 | Loss: 2.1839
Epoch 6 | Batch 2000/6212 | Loss: 2.3671
Epoch 6 | Batch 2100/6212 | Loss: 2.6649
Epoch 6 | Batch 2200/6212 | Loss: 2.2169
Epoch 6 | Batch 2300/6212 | Loss: 2.6419
Epoch 6 | Batch 2400/6212 | Loss: 2.5134
Epoch 6 | Batch 2500/6212 | Loss: 2.6829
Epoch 6 | Batch 2600/6212 | Loss: 2.7056
Epoch 6 | Batch 2700/6212 | Loss: 2.3570
Epoch 6 | Batch 2800/6212 | Loss: 2.6437
Epoch 6 | Batch 2900/6212 | Loss: 2.6179
Epoch 6 | Batch 3000/6212 | Loss: 2.4762
Epoch 6 | Batch 3100/6212 | Loss: 2.0590
Epoch 6 | Batch 3200/6212 | Loss: 2.4789
Epoch 6 | Batch 3300/6212 | Loss: 2.5058
Epoch 6 | Batch 3400/6212 | Loss: 2.4372
Epoch 6 | Batch 3500/6212 | Loss: 2.7102
Epoch 6 | Batch 3600/6212 | Loss: 2.6614
Epoch 6 | Batch 3700/6212 | Loss: 2.6608
Epoch 6 | Batch 3800/6212 | Loss: 2.7497
Epoch 6 | Batch 3900/6212 | Loss: 2.8420
Epoch 6 | Batch 4000/6212 | Loss: 2.6441
Epoch 6 | Batch 4100/6212 | Loss: 2.4738
Epoch 6 | Batch 4200/6212 | Loss: 2.6612
Epoch 6 | Batch 4300/6212 | Loss: 2.5723
Epoch 6 | Batch 4400/6212 | Loss: 2.6439
Epoch 6 | Batch 4500/6212 | Loss: 2.7568
Epoch 6 | Batch 4600/6212 | Loss: 2.2208
Epoch 6 | Batch 4700/6212 | Loss: 2.1275
Epoch 6 | Batch 4800/6212 | Loss: 2.4306
Epoch 6 | Batch 4900/6212 | Loss: 2.3985
Epoch 6 | Batch 5000/6212 | Loss: 2.3390
Epoch 6 | Batch 5100/6212 | Loss: 2.3720
Epoch 6 | Batch 5200/6212 | Loss: 2.5922
Epoch 6 | Batch 5300/6212 | Loss: 2.5985
Epoch 6 | Batch 5400/6212 | Loss: 2.5217
Epoch 6 | Batch 5500/6212 | Loss: 2.5808
Epoch 6 | Batch 5600/6212 | Loss: 2.4806
Epoch 6 | Batch 5700/6212 | Loss: 2.2736
Epoch 6 | Batch 5800/6212 | Loss: 2.6695
Epoch 6 | Batch 5900/6212 | Loss: 2.3526
Epoch 6 | Batch 6000/6212 | Loss: 2.3614
Epoch 6 | Batch 6100/6212 | Loss: 2.3105
Epoch 6 | Batch 6200/6212 | Loss: 2.4553
Epoch 6 | Time: 128.2s | Train Loss: 2.4791 | Val Loss: 3.6441
New best model! Val Loss: 3.6441
Epoch 7 | Batch 0/6212 | Loss: 2.3061
Epoch 7 | Batch 100/6212 | Loss: 2.5983
Epoch 7 | Batch 200/6212 | Loss: 2.3543
Epoch 7 | Batch 300/6212 | Loss: 2.2628
Epoch 7 | Batch 400/6212 | Loss: 2.9525
Epoch 7 | Batch 500/6212 | Loss: 2.5837
Epoch 7 | Batch 600/6212 | Loss: 2.3044
Epoch 7 | Batch 700/6212 | Loss: 2.4735
Epoch 7 | Batch 800/6212 | Loss: 2.5291
Epoch 7 | Batch 900/6212 | Loss: 2.5549
Epoch 7 | Batch 1000/6212 | Loss: 2.3015
Epoch 7 | Batch 1100/6212 | Loss: 2.1812
Epoch 7 | Batch 1200/6212 | Loss: 2.2778
Epoch 7 | Batch 1300/6212 | Loss: 2.3060
